EarlyAccess;ReviewText;Review;ReviewLength;PlayHours;DatePosted
;"I HATE THIS GAME, it is absolutely terrible. I have played for 230 hours on steam and another 100 on playstation. All this game has ever made me feel is anger and regret for EVER playing it. I bet I can't even make you FATHOM, how much I ABSOLUTELY LOATHE this game. IGOR on the DS(from 2008) is centuries better than this game can even IMAGINE to be. I HATE the storyline, especially the part where the minions come in and leave after 3 minutes, AT LEAST KEEP IN FOR ONE EPISODE!!! The only good part is when all of the mini-Orions team up to take down their abusive stepfather. This game has worse sound quality than Chi's Sweet Home: Chi ga Ouchi ni Yatte Kita! running on a TOASTER. THIS GODFORSAKEN GAME MADE ME SACRIFICE 3 russian dwarf hamsters to get the battle pass AND I GOT THE BATTLE PASS TWICE. I AM PERMANENTLY BANNNED FROM PET SMART. In fact this game stole its almost entire story from Chi's Sweet Home: Chi ga Ouchi ni Yatte Kita! IF YOU EVEN slightly enjoy this game, YOU DON""T DESERVE LIMBS OR BASIC FUNCTIONS, YOU HAVE ONE BRAINCELL RESERVED ONLY FOR THE THUMBS DOWN EMOTE AFTER YOU WIN OR LOSE!";Not Recommended;908;231.6;
;overall just a bunch of kid molesters in one player base;Recommended;46;374.6;
;this game keeps me up at night i keep thinking big goblin with axe is going to chomp my nuts please help 6/10;Recommended;87;52.8;
;unfixable feelable input delay with no fixes (im on i9 and 4070). devs are underdeveloped subhumans;Not Recommended;84;460.9;
;Day 1 without destroy my PC!!!!mission impossible!;Recommended;44;240.9;
;I like game;Recommended;9;393.2;
;This game is for virgin people, when you play this game you lose IQ + Family Members.;Not Recommended;69;93.6;
;Zzz;Recommended;3;2.5;
;gam that makes peopl angy;Recommended;21;49.4;
;dont play this game its so bad its so bad;Not Recommended;32;137.1;
;absolute garbage please uninstgall;Not Recommended;31;68.3;
;yes;Recommended;3;27.1;
;man ♥♥♥♥ rayman and also teros;Not Recommended;25;165.0;
;THIS GAME IS BUSSIN;Recommended;16;19.2;
;"Wow!!! this game is absolute masterpiece absolute cinema, i would 10000000/10 represent and recommend and achieve and send and friend. However i gained something called clemedia and hiv from playing this game for 30 hours. In conclusion, you should play this game due to the benefits and subsidies that you gain as a result of a decrease in fiscal policy and monetary policy fa kama qeel, al waqt kal sayf, en lam taqta30ha sayakta3ok (time is like a sword if you dont cut it, it will cut you) bleh bleh bleh bleh bleh belhl bluig lbgfugk fhjdkfsl;sdfksjhsdff";Recommended;463;32.7;
;fire;Recommended;4;263.4;
;depression;Recommended;10;605.0;
;♥♥♥♥;Recommended;4;4.6;
;Nice game button smashing;Recommended;22;458.6;
;Best game ever started 2020 still playing it especially with my BBH imad sindibad Keep Up The Good Work Devs;Recommended;89;205.3;
;kaya is so bad bro;Recommended;14;106.0;
;so much fun;Recommended;9;3924.9;
;Play It;Recommended;6;1822.6;
;fun;Recommended;3;43.5;
;ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh;Recommended;174;15.2;
;good fiighting game;Recommended;17;18.3;
;vibes;Recommended;5;21.0;
;This got me disowned by my steam father 11/10;Not Recommended;37;6.2;
;You're going to rip your hair off and go bald I do not recommend it because I have a bald spot now;Not Recommended;77;294.7;
;i hate this game all you do to win is sig spamming wheres the ♥♥♥♥♥♥♥ cooldown button;Not Recommended;69;82.5;
;garbage;Not Recommended;7;245.2;
;Not addictive, ♥♥♥♥ this game, i love it;Recommended;33;924.0;
;♥♥♥♥♥♥♥ ♥♥♥♥♥♥♥ GAME;Not Recommended;18;312.6;
;Brawlhalla is like Super Smash Bros, but free and on crack. The roster is huge, the combat is simple to pick up but hard to master, and the chaotic matches never get old. It’s got this perfect balance between skill and fun-you can button mash, but if you take the time to learn each character’s moveset, you’ll start pulling off some ridiculous plays. And I'll be honest, the game does lean on microtransactions for cosmetics, but nothing pay-to-win here. Perfect for when you just want to jump in, smack some people around, and hop out.Might I add, it is VERY easy to lose track of time in this one.;Recommended;492;5.9;
;Got a cat here. Friends passing by can touch her and click Like to pet her once. Award for good luck, Take My Points for infinite pets :)⠀⠀⠀⠀⠀⠀⠀⠀⠀ ＿＿／＞　　フ| 　_　 _ l／` ミ＿xノ/　　　 　 |/　 ヽ　　 ﾉ│　　|　|　|／￣|　　 |　|　|| (￣ヽ＿_ヽ_)__)＼二つ;Recommended;183;50.7;
;Fun game some toxic players though;Recommended;29;7.2;
;THIS GAME IS SO ♥♥♥♥♥♥♥ ASS. EVERYTIME I PLAY THIS SOME RANDOM ASIAN KID COMES AND COMBOS ME OVER THE WORLD LIKE HE COMBO THE COTTON HE PICKS ♥♥♥♥ OFF!!!;Not Recommended;124;193.4;
;Good game;Recommended;8;293.0;
;goated;Recommended;6;47.9;
;pretty great game for people that like action filled high quality fighting games. i would highly reccomend it.;Recommended;93;4.3;
;Low taper fade memen er fortsatt massiv;Not Recommended;33;2.5;
;kj;Recommended;2;64.3;
;W game;Recommended;5;77.4;
;Fun Game;Recommended;7;36.7;
;Cool game. Nerf katars;Recommended;19;1505.2;
;♥♥♥♥ this game :);Not Recommended;14;497.0;
;I'm big dawg ♥♥♥♥;Not Recommended;14;241.8;
;remove gratesord;Recommended;15;3890.2;
;I am in the worst mental state of my life :);Not Recommended;34;47.0;
;this game makes me want get my head crushed between a fat white dudes thighs, good for people with anger issues10/10;Recommended;96;17.4;
;its ok...;Recommended;8;98.4;
;Fun Multiplayer GAME to play with ur Folks, Highly Recommended;Recommended;53;8.3;
;I cry 26 hours a day after playing this game;Not Recommended;35;63.2;
;ive been playing for year's, i have way more time on psn. good game.my only problem with this game is the player's. some play style's make fight's boring. nothing you can do about that tho lol it's whatever. i just like good, crazy fight's.;Recommended;197;225.5;
;this is one of the most no skilled 1v1-2v2 game ive ever seen, so many sig spammers, too many sweats, ESPECIALLY THE PLATINUM SIG SPAMMERS, ♥♥♥♥ off sig spammer, you will never reach diamond, ♥♥♥♥, you can even make it through past mid plat, yk what brawlhalla? WHY NOT ADD A ♥♥♥♥♥♥♥ COOLDOWN TO THE ♥♥♥♥♥♥♥ SIG;Not Recommended;255;52.7;
;Game is difficult but fun once you hit diamond plus;Recommended;42;745.8;
;good;Recommended;4;73.5;
;bosh;Recommended;4;719.6;
;ㅤ;Not Recommended;1;1.1;
;♥♥♥♥♥♥ game;Not Recommended;10;34.5;
;this game is so ♥♥♥♥♥♥♥ bad its not funny;Not Recommended;33;2.4;
;Smash;Recommended;5;21.4;
;Game is just too spammy.;Not Recommended;20;27.2;
;who in their right mind would play this game;Recommended;36;101.4;
;worthless trash. nerf IMUGI and LOKI. absolute op brawlers and nobody gives a ♥♥♥♥. the game is great and fun but those brain rot sig spammers need to go.GARBAGE;Not Recommended;133;88.8;
;Make the Teros skin less hot please;Not Recommended;29;238.8;
;great game love it play for a long time now;Recommended;34;262.7;
;The game was bad before but it was still enjoyable, till they removed post game chat. they removed our right of speech using that, violated our basic human right. bring it back and then we can consider 3 stars for the game;Not Recommended;181;1919.6;
;MASTERPIECE;Recommended;11;620.3;
;good game for low end pc's out there;Recommended;29;26.2;
;it recommended to people that want stress more;Recommended;39;33.6;
;god game;Recommended;7;22.3;
;no just no;Not Recommended;8;511.5;
;SUPER SMASH BROTHERS: PCAlso masterchief spongebob and darthvader can 3 v 1 toph;Recommended;68;3.8;
;All the characters are fairly balanced so its fun to see how games turn out because it takes a lot of skill to rank up. you have to read someones moves quickly and learn what characters can do what and how they can move. there are many options from game modes to players to pick from! Very fun and balanced for the most part certain players are able to do moves a lot more efficiently due to the length of the move.;Recommended;334;51.2;
;Amazing game, I really like it;Recommended;25;47.2;
;just buy a switch and play smash;Not Recommended;26;75.7;
;bom pra dar tk nos amiguinho;Recommended;23;49.9;
;this game is trash;Not Recommended;15;3.4;
;comp;Recommended;4;15.3;
;its fun;Recommended;6;427.2;
;this game is amazing!;Recommended;18;9.0;
;coolio;Recommended;6;4937.7;
;s;Recommended;1;334.5;
;Fun game to play with friends, but other than that not really. the legends are not made equal, nor are the weapons making it near impossible to play rank without choosing a certain legend. playing in Australia is horrible as ping is the most important factor in this game. good with a small group of friends, horrible otherwise.;Not Recommended;271;64.2;
;this game make me wanna kms;Not Recommended;22;26.3;
;difficult but nice;Recommended;16;5.0;
;really fun with friends;Recommended;20;24.5;
;yes.;Recommended;4;83.6;
;yutg8uiniyg7jnutryuh;Recommended;20;347.1;
;Smash bros copyIts really good.;Recommended;27;30.8;
;better than Brawlhalla. That simple.;Recommended;32;380.5;
;pinche juego todo feo;Recommended;18;5.6;
;yes;Recommended;3;22.7;
;This game is kinad ass actually;Not Recommended;26;90.8;
;is game ne dimagh kharabh kardiya mera dost hijda addict hogaya hai bc khatam hogaye hai ham log will never recommend this game to anyone;Not Recommended;113;329.1;
;good game but missing content;Recommended;25;576.7;
;Very good if you get used to it;Recommended;24;627.9;
;this game ruined my sense of joy and made me extremely suicidal, not only did i waste my parents hard earnt money on this game but im almost having mental breakdowns daily because of orion spammers! x;Not Recommended;164;53.1;
;never thought i'd play this game;Recommended;27;191.9;
;who need to copy paste a combo in this game living by randomness is the best;Recommended;61;514.8;
;ewww;Recommended;4;299.7;
;I play this a lot, pretty cool, some people sweat in ranked and casuals but its cool n stuff;Recommended;74;37.0;
;bad game;Not Recommended;7;125.4;
;This game is absolutely amazing at times, you'll feel like your on top of the world. Then out of nowhere you get matched against someone who hasn't left the dirty, grimy, rodent filled basement in years and you'll wish you never touched the game. Save yourself.;Not Recommended;216;405.5;
;macaro;Recommended;6;73.2;
;fun to play with friends;Recommended;20;12.9;
;great fun i love it need steam xp;Recommended;26;1.7;
;pojebany spamerkovia;Not Recommended;19;107.2;
;its like so pro;Recommended;12;19.5;
;i would not recommend this game even to my worst enemies;Not Recommended;46;383.4;
;i hated this game bcs of my friends they are gays;Recommended;39;66.4;
;♥♥♥♥♥♥♥♥ game mario copy trash dont bothered it's for losers;Not Recommended;51;16.8;
;trash, no balance of power, no personality in this game and on every player;Not Recommended;62;61.8;
;THIS GAME IS GOD AWFUL saying that if you want the feeling of pure rage flowing through your body u recommend it ♥♥♥♥ this game SO HARD;Not Recommended;109;68.8;
;Great game my only reccomendation is that you guys should rename Ulgrim to freakyrim and instead of brawling he just gets FREAKY!!!!;Recommended;111;17.1;
;super;Recommended;5;118.4;
;GOOD;Recommended;4;35.8;
;Silly;Recommended;5;1.3;
;good game;Recommended;8;9.8;
;dont do it;Not Recommended;8;2.6;
;pioj0j89;Recommended;8;352.1;
;Me like game;Recommended;10;24.1;
;Its an easy fighting game ngl. Got Plat in 1 day;Recommended;38;6.5;
;Doing anything in ranked sucks ass, the only people there are either smurfs or spammers, you get silver or below you're probably going to be stuck there for however long the season lasts. The hitboxes are janky as ♥♥♥♥ so don't expect most things to hit when they look like they should. Friendly 2v2s is probably the sweatiest gamemode to do considering 9/10 fights are going to be smurfs. Regret spending 329hrs on this and I don't even know how I enjoyed it when I picked it up.;Not Recommended;393;328.7;
;wORST GAME WOULDNT even touch it just gay little ♥♥♥♥♥♥♥ combo locking you;Not Recommended;62;0.6;
;C4NC3R R3T4RD G4M3;Not Recommended;16;414.2;
;it sucks holy crap;Not Recommended;15;3.2;
;nice game if u hate urself;Recommended;21;390.8;
;;Not Recommended;0;2549.9;
;Amazing;Recommended;7;22.6;
;yes;Recommended;3;3.7;
;made me puke;Not Recommended;10;52.8;
;good;Recommended;4;60.2;
;this game suck a fat one, even from a litle lag spike you get tp acrose the map if your lucky if not your stock is gone. Whent from 1800 elo to 1300 bc of this ♥♥♥♥. and most of the times when i hit i hear the sound that i hit them and they turn red for second and it lags and it didnt hit him f this game;Recommended;236;155.2;
